Date,TVL
2021-11-12 09:00:00,11227318478.0
2021-11-13 09:00:00,11098380925.0
2021-11-14 09:00:00,11372495809.0
2021-11-15 09:00:00,11296870967.0
2021-11-16 09:00:00,10764625939.0
2021-11-17 09:00:00,10025064886.0
2021-11-18 09:00:00,9996288265.0
2021-11-19 09:00:00,9541004131.0
2021-11-20 09:00:00,9823370438.0
2021-11-21 09:00:00,10179339576.0
2021-11-22 09:00:00,9797027724.0
2021-11-23 09:00:00,9537858462.0
2021-11-24 09:00:00,9682573850.0
2021-11-25 09:00:00,9104037696.0
2021-11-26 09:00:00,9794062228.0
2021-11-27 09:00:00,9508625727.0
2021-11-28 09:00:00,9744320800.0
2021-11-29 09:00:00,10688240314.0
2021-11-30 09:00:00,10932539690.0
2021-12-01 09:00:00,11919019386.0
2021-12-02 09:00:00,12750108283.0
2021-12-03 09:00:00,13191636208.0
2021-12-04 09:00:00,12926313793.0
2021-12-05 09:00:00,14360670584.0
2021-12-06 09:00:00,12848395608.0
2021-12-07 09:00:00,13345816643.0
2021-12-08 09:00:00,13754247372.0
2021-12-09 09:00:00,14072892067.0
2021-12-10 09:00:00,13214900961.0
2021-12-11 09:00:00,12646288558.0
2021-12-12 09:00:00,12317330871.0
2021-12-13 09:00:00,12745559323.0
2021-12-14 09:00:00,11654465149.0
2021-12-15 09:00:00,12611761520.0
2021-12-16 09:00:00,13106784604.0
2021-12-17 09:00:00,13498876869.0
2021-12-18 09:00:00,14323125885.0
2021-12-19 09:00:00,16145562978.0
2021-12-20 09:00:00,17052218279.0
2021-12-21 09:00:00,17918788782.0
2021-12-22 09:00:00,19680837327.0
2021-12-23 09:00:00,19259597813.0
2021-12-24 09:00:00,20384455508.0
2021-12-25 09:00:00,20677543366.0
2021-12-26 09:00:00,20892820321.0
2021-12-27 09:00:00,21090132320.0
2021-12-28 09:00:00,18633988549.0
2021-12-29 09:00:00,18036594870.0
2021-12-30 09:00:00,17949707776.0
2021-12-31 09:00:00,18044213367.0
2022-01-01 09:00:00,18447729701.0
2022-01-02 09:00:00,19483208339.0
2022-01-03 09:00:00,19300801500.0
2022-01-04 09:00:00,19099748716.0
2022-01-05 09:00:00,18634561693.0
2022-01-06 09:00:00,17711109022.0
2022-01-07 09:00:00,17438174446.0
2022-01-08 09:00:00,16542325716.0
2022-01-09 09:00:00,16243006000.0
2022-01-10 09:00:00,17027874785.0
2022-01-11 09:00:00,16421991880.0
2022-01-12 09:00:00,17184426369.0
2022-01-13 09:00:00,18263013024.0
2022-01-14 09:00:00,17931052460.0
2022-01-15 09:00:00,18264238051.0
2022-01-16 09:00:00,19090823844.0
2022-01-17 09:00:00,19083160730.0
2022-01-18 09:00:00,17928860867.0
2022-01-19 09:00:00,18097809234.0
2022-01-20 09:00:00,18260260703.0
2022-01-21 09:00:00,17896452127.0
2022-01-22 09:00:00,16045462843.0
